26.90000000,3.04759729
27.00000000,3.89336580
27.10000000,2.61923606
27.20000000,4.11555495
27.30000000,3.71268817
27.40000000,3.39095640
27.50000000,4.30131103
27.60000000,4.34790666
27.70000000,4.12319189
27.80000000,4.64222528
27.90000000,4.59234346
28.00000000,5.02586685
28.10000000,5.48551346
28.20000000,6.13627893
28.30000000,4.89210370
28.40000000,6.78455143
28.50000000,4.90631528
28.60000000,6.00906982
28.70000000,6.57860673
28.80000000,6.62198873
28.90000000,6.36816024
29.00000000,6.78679689
29.10000000,6.85779743
29.20000000,7.03161171
29.30000000,7.99108756
29.40000000,7.98342793
29.50000000,7.70592679
29.60000000,8.78008689
29.70000000,8.76598687
29.80000000,9.32829940
29.90000000,9.56734633
30.00000000,9.19194281
