9.937888198757738323e-04,5.328947368421040665e+03,1.459700132710415980e-02,1.470574241010343394e+04,1.099011778033492405e-02
3.478260869565215352e-03,2.042763157894734104e+04,3.863933996856998287e-02,5.632863224384973000e+04,3.841523906894233481e-02
5.217391304347819558e-03,3.996710526315792231e+04,5.901714635639929152e-02,8.754167325802598498e+04,5.748848847464076844e-02
6.956521739130430704e-03,5.684210526315792231e+04,7.897267177820310735e-02,1.184748028250243369e+05,7.639976531295861184e-02
7.950310559006204536e-03,7.016447368421051942e+04,8.926650153135759491e-02,1.357361137964534573e+05,8.712098332758787256e-02
8.695652173913034910e-03,9.858552631578942237e+04,9.698687384622345364e-02,1.483742655623239407e+05,9.511657938756369612e-02
9.440993788819872223e-03,1.127960526315789029e+05,1.048618870751271553e-01,1.606809164263206767e+05,1.030704902099803671e-01
9.937888198757759139e-03,1.367763157894736505e+05,1.102777864477667707e-01,1.686712062267898582e+05,1.083486759782211900e-01
1.142857142857142683e-02,1.669736842105262913e+05,1.267452250642243095e-01,1.914183835711546126e+05,1.240576746615735249e-01
1.267080745341614412e-02,1.927302631578947476e+05,1.404181672923949520e-01,2.087122968366260175e+05,1.369933497478481033e-01
1.614906832298135947e-02,2.122697368421052524e+05,1.732447067412996033e-01,2.468058479530252516e+05,1.723578582636658141e-01
1.913043478260868790e-02,2.451315789473683981e+05,2.040888326943470221e-01,2.643548283823786769e+05,2.015142948026343861e-01
2.037267080745341213e-02,2.833223684210525826e+05,2.156843207703608989e-01,2.668503051004844019e+05,2.133062748622006344e-01
2.062111801242235559e-02,3.081907894736841554e+05,2.177876852808122432e-01,2.670186998022106127e+05,2.156381863728274728e-01
2.161490683229813636e-02,3.383881578947367962e+05,2.262011433226177315e-01,2.673411893520914018e+05,2.248835057071659482e-01
2.236024844720496674e-02,3.623684210526315728e+05,2.327841833154962736e-01,2.674110782343755127e+05,2.317310087847590794e-01
2.285714285714285365e-02,3.801315789473684272e+05,2.372257752658585850e-01,2.674807404049159377e+05,2.362547992594725976e-01
2.360248447204969097e-02,3.899013157894736505e+05,2.438881631914021075e-01,2.677597613193371217e+05,2.429786308513715298e-01
2.484472049689440826e-02,3.756907894736842136e+05,2.528309905197778096e-01,2.691474867946898448e+05,2.540199121549327477e-01
2.608695652173912555e-02,3.588157894736842136e+05,2.607093821510297893e-01,2.723043848162484937e+05,2.648536283793738177e-01
2.683229813664595592e-02,3.348355263157894951e+05,2.654364171297809993e-01,2.753028867963899975e+05,2.712533399512200294e-01
2.757763975155278630e-02,3.188486842105262913e+05,2.701634521085321539e-01,2.792384054831909016e+05,2.775766657580283625e-01
2.807453416149068709e-02,3.001973684210525826e+05,2.733148087610330346e-01,2.824066160032045445e+05,2.817492136484235354e-01
2.881987577639751746e-02,2.886513157894736505e+05,2.786466898954704230e-01,2.880066986497961334e+05,2.879426550550399089e-01
3.055900621118012167e-02,2.779934210526315728e+05,2.927540069686411228e-01,3.049071615766354953e+05,3.020800211812212366e-01
3.204968944099378242e-02,2.859868421052631456e+05,3.042114417495954681e-01,3.231239188056910643e+05,3.138319830099056684e-01
3.279503105590061279e-02,2.984210526315789321e+05,3.094657513008594596e-01,3.331906969682915369e+05,3.195747925561827074e-01
3.354037267080745705e-02,3.108552631578946603e+05,3.147200608521236176e-01,3.436744479821274872e+05,3.252251831094806200e-01
3.453416149068323088e-02,3.303947368421052815e+05,3.217258069204756432e-01,3.576926013963292353e+05,3.326102321671415285e-01
3.602484472049689163e-02,3.597039473684210679e+05,3.316312520431513589e-01,3.770079875231995829e+05,3.433537320013252958e-01
3.751552795031056625e-02,3.810197368421052815e+05,3.410853220006538900e-01,3.930000178394865943e+05,3.536655892620494401e-01
3.900621118012422700e-02,3.961184210526315728e+05,3.505393919581562545e-01,4.049205932251135819e+05,3.635362502468586499e-01
4.124223602484471812e-02,4.023355263157894951e+05,3.621757901909193889e-01,4.142304592013560468e+05,3.775083400326484928e-01
4.397515527950311004e-02,3.943421052631578641e+05,3.776208654527412611e-01,4.101838516547313775e+05,3.932129529700825743e-01
4.496894409937888387e-02,3.827960526315789321e+05,3.837614182678876773e-01,4.042374684238851769e+05,3.985460521210400509e-01
4.546583850931677079e-02,3.703618421052631456e+05,3.868316946754609131e-01,4.003427090074585867e+05,4.011365887158478971e-01
4.621118012422360116e-02,3.579276315789473592e+05,3.907166076507808117e-01,3.933362553937549819e+05,4.049270603025028059e-01
4.670807453416148808e-02,3.472697368421052815e+05,3.928150577581703828e-01,3.879415814179670997e+05,4.073914123697325307e-01
4.720496894409937499e-02,3.375000000000000000e+05,3.949135078655598985e-01,3.820931833022431820e+05,4.098079028142510016e-01
4.745341614906831845e-02,3.277302631578946603e+05,3.959627329192547118e-01,3.790148257152801380e+05,4.109984504235624780e-01
4.819875776397516270e-02,3.117434210526315728e+05,3.991104080803390963e-01,3.692386357899247669e+05,4.145004811895131036e-01
4.894409937888199308e-02,2.993092105263157282e+05,4.022580832414234253e-01,3.587829124224757543e+05,4.179001560446503616e-01
4.944099378881987999e-02,2.859868421052631456e+05,4.043565333488129410e-01,3.515218150494538131e+05,4.201110867190709364e-01
4.993788819875775303e-02,2.700000000000000000e+05,4.064549834562024566e-01,3.440976455352660269e+05,4.222786854699731585e-01
5.093167701863354074e-02,2.531249999999999709e+05,4.106518836709815989e-01,3.289805442384794005e+05,4.264875902575093747e-01
5.267080745341615883e-02,2.300328947368420777e+05,4.182059338890766753e-01,3.027924333032692084e+05,4.334672469615936663e-01
5.590062111801242378e-02,2.175986842105262913e+05,4.329398076380446825e-01,2.614399779885354219e+05,4.452429072427634971e-01
6.111801242236023640e-02,2.007236842105262913e+05,4.516385197724030465e-01,2.296231639630866703e+05,4.614324806181466232e-01
6.633540372670806984e-02,2.033881578947368253e+05,4.661228147632009433e-01,2.104564513891448150e+05,4.744929642022664429e-01
6.981366459627330601e-02,2.104934210526315728e+05,4.723727439696428498e-01,1.960763594485045178e+05,4.815961512142611922e-01
7.254658385093165629e-02,2.069407894736841554e+05,4.755412824897165547e-01,1.844665765544062015e+05,4.863410144040908878e-01
7.602484472049689246e-02,1.998355263157894660e+05,4.795739678789013860e-01,1.695111943536524486e+05,4.913904643729971045e-01
7.875776397515529825e-02,1.953947368421052524e+05,4.811256524151760194e-01,1.571416020151048433e+05,4.946356695364304001e-01
8.124223602484473283e-02,1.856250000000000000e+05,4.803503941968223501e-01,1.449281302187599649e+05,4.970760050729303159e-01
8.322981366459628050e-02,1.749671052631578641e+05,4.797301876221393702e-01,1.343738231998887495e+05,4.987051371818449486e-01
8.472049689440994125e-02,1.660855263157894660e+05,4.791115025898555757e-01,1.260820181287330197e+05,4.997519050637405091e-01
8.720496894409937583e-02,1.500986842105262913e+05,4.772090737697692875e-01,1.120100494191161706e+05,5.011902706624444814e-01
8.869565217391306433e-02,1.341118421052631165e+05,4.760676164777175035e-01,1.037780757046147628e+05,5.018847155616141809e-01
9.018633540372672508e-02,1.199013157894736360e+05,4.749261591856657749e-01,9.597505982725278591e+04,5.024640005493643535e-01
9.217391304347824499e-02,9.858552631578942237e+04,4.734042161295967666e-01,8.661370983655776945e+04,5.030720547840312751e-01
9.515527950310559424e-02,8.082236842105265532e+04,4.711213015454931985e-01,7.555904879212233936e+04,5.036682398509434444e-01
9.714285714285714191e-02,6.483552631578948058e+04,4.690211381764700094e-01,7.020532184587331722e+04,5.038762764806438144e-01
1.011180124223602650e-01,4.707236842105260439e+04,4.647015510913558023e-01,6.043387778101410368e+04,5.038885385029693298e-01
