0.000000000000000000e+00,7.826439998480000382e-01,2.119970020999999982e-01,7.783837152170000051e-01,2.085224204209999987e-01,2.670865924670000058e-01
1.003344481609999977e-01,6.838691196260000549e-01,2.572230125430000069e-01,6.854920981157317517e-01,2.585362032563886525e-01,3.714184080257935672e-01
2.006688963209999899e-01,5.702043569700000480e-01,2.846585407680000124e-01,5.779738023088230037e-01,2.942121960586097651e-01,5.012208423141863989e-01
3.010033444820000015e-01,4.234211004610000106e-01,2.987044648450000173e-01,4.426481143291257081e-01,3.150830662503863455e-01,7.006254141176092576e-01
4.013377926419999797e-01,2.003753601599999878e-01,3.211915857539999752e-01,2.051026024090592259e-01,3.173369376916519990e-01,1.518329412269127987e+00
5.016722408029999913e-01,1.867455727200000026e-02,2.956934942469999772e-01,5.303735672711513841e-04,2.911726712595668065e-01,2.638144141984899420e+02
6.020066889630000251e-01,5.013188463039999591e-03,2.641577559809999975e-01,5.304839728614176150e-04,2.634264624536685750e-01,2.500372061017868077e+02
7.023411371240000367e-01,-1.062517185319999946e-02,2.359659074480000007e-01,5.307079779354028498e-04,2.383290683470262461e-01,2.262352471715975355e+02
8.026755852839999594e-01,1.591373675060000006e-02,2.178574958299999975e-01,5.309565546574009174e-04,2.156276234705348793e-01,2.046372127028695616e+02
9.030100334449999711e-01,1.470239330100000033e-02,1.924404278229999987e-01,5.312316348433695611e-04,1.950933776094298244e-01,1.851005837428978111e+02
1.003344481609999894e+00,-1.321073827460000037e-02,1.858968712129999978e-01,5.315360695099827183e-04,1.765194973122886368e-01,1.674290266706607611e+02
1.103678929770000039e+00,-1.087199703969999980e-02,1.481908466390000068e-01,5.318730284646530334e-04,1.597188054518766387e-01,1.514444602058763678e+02
1.204013377929999962e+00,-8.088777761500000330e-03,1.414665918149999868e-01,5.322460329916013123e-04,1.445220112350346364e-01,1.369858170687231507e+02
1.304347826090000106e+00,5.215190879899999840e-03,1.387854769430000024e-01,5.326589978790036931e-04,1.307760177774793253e-01,1.239074365904122743e+02
1.404682274250000029e+00,2.437249944550000033e-02,1.219734746240000028e-01,5.331162739361504930e-04,1.183423387703923385e-01,1.120775582768163616e+02
1.505016722409999952e+00,3.682987192389999831e-02,1.104315122870000027e-01,5.336227006120374417e-04,1.070956953817104595e-01,1.013769868492523187e+02
1.605351170570000097e+00,7.736751662079999810e-04,9.496256659860000116e-02,5.341836646046041297e-04,9.692275970819244635e-02,9.169789670648160040e+01
1.705685618730000019e+00,1.345314626610000057e-02,8.883239725130000208e-02,5.348051725277396667e-04,8.772103299549775801e-02,8.294276460540156393e+01
1.806020066889999942e+00,2.937221707790000150e-02,8.136636007799999404e-02,5.354939199370355694e-04,7.939781616712596191e-02,7.502339013740349571e+01
1.906354515050000087e+00,-9.896079540329999827e-03,6.166208367610000185e-02,5.362573761445489379e-04,7.186925196893621803e-02,6.785998434478641173e+01
2.006688963209999788e+00,3.584089759220000088e-02,7.587372161239999691e-02,5.371038812926185639e-04,6.505948221323096248e-02,6.138036783270652563e+01
2.107023411370000154e+00,-2.249221555730000072e-02,5.500578311280000104e-02,5.380427752978662404e-04,5.889988736179142120e-02,5.551924721976835997e+01
2.207357859530000077e+00,2.006022457609999907e-03,5.303515784710000069e-02,5.390845047996071756e-04,5.332841551075479664e-02,5.021757658609531916e+01
2.307692307690000000e+00,2.418466721419999885e-03,5.946330296309999819e-02,5.402407905435332959e-04,4.828892839400412279e-02,4.542193515714006935e+01
2.408026755849999923e+00,-1.271389084349999928e-02,5.011195332050000228e-02,5.415247861919376569e-04,4.373065455636059723e-02,4.108400686269493463e+01
2.508361204009999845e+00,-3.279863310580000135e-03,4.188567820639999689e-02,5.429512959786309944e-04,3.960766542698063858e-02,3.716008173207004717e+01
2.608695652170000212e+00,-1.564640757710000080e-02,2.956736676179999926e-02,5.445369914575655477e-04,3.587842222456033570e-02,3.361062456799960074e+01
2.709030100330000135e+00,-4.305898261780000298e-03,1.963665131730000027e-02,5.463007074740071096e-04,3.250535175218432354e-02,3.039987115303153331e+01
2.809364548490000058e+00,-9.275878981650000424e-03,3.162107520270000111e-02,5.482637569437346942e-04,2.945446939590127405e-02,2.749546926510639722e+01
2.909698996659999981e+00,1.412812343680000006e-02,2.874375422969999844e-02,5.504503112691266475e-04,2.669503841879503070e-02,2.486815416897290731e+01
3.010033444819999904e+00,-5.382951575949999901e-03,2.418388266890000166e-02,5.528878843147022560e-04,2.419925761231948511e-02,2.249145109577093748e+01
3.110367892979999827e+00,2.824096485770000164e-02,9.193257775729999151e-03,5.556078711860465424e-04,2.194198284927723411e-02,2.034140981307718477e+01
3.210702341140000193e+00,-1.547960749459999924e-02,1.690047742500000102e-02,5.586462174275468777e-04,1.990047411624052201e-02,1.839636335744169315e+01
3.311036789300000116e+00,-1.707482905180000149e-02,1.837240541049999995e-02,5.620442577181851591e-04,1.805416545821842550e-02,1.663670850417125635e+01
3.411371237460000039e+00,-2.227866488069999915e-02,1.067923997309999998e-02,5.658497073534820990e-04,1.638445867068507450e-02,1.504470858659166232e+01
3.511705685619999961e+00,9.331358246429999337e-03,1.404199497440000027e-02,5.701179207969799814e-04,1.487453594784745627e-02,1.360431420528770730e+01
3.612040133779999884e+00,7.315691339789999990e-03,1.081057004270000003e-02,5.749134539850798108e-04,1.350919076820384854e-02,1.230100099939003222e+01
3.712374581939999807e+00,1.613623860600000084e-02,2.609547956780000101e-03,5.803120595183700872e-04,1.227467487110628537e-02,1.112162242807138135e+01
3.812709030100000174e+00,-1.442412136800000008e-02,1.688654811359999869e-02,5.864032154101234302e-04,1.115856044800541021e-02,1.005427650756461588e+01
3.913043478260000096e+00,4.425442153239999600e-03,7.106791479329999627e-03,5.932934421626892205e-04,1.014961540058495655e-02,9.088184455179765919e+00
4.013377926419999575e+00,3.530035243859999845e-03,7.243227082520000033e-03,6.011106385174707451e-04,9.237691092959278427e-03,8.213580318879001751e+00
4.113712374580000386e+00,-3.358736171300000239e-02,1.404929816759999985e-03,6.100099057056345211e-04,8.413621201529317140e-03,7.421610060174703705e+00
4.214046822740000309e+00,-1.466787966909999935e-02,1.336659126539999944e-02,6.201814752005141689e-04,7.669130905159911131e-03,6.704238827985731675e+00
4.314381270900000231e+00,1.476897787189999922e-02,1.363797806669999994e-02,6.318617369221434790e-04,6.996755636873884694e-03,6.054164975643335111e+00
4.414715719060000154e+00,1.610844105209999905e-02,2.896738678350000134e-03,6.453489409418533117e-04,6.389768855730647464e-03,5.464739167704574463e+00
4.515050167220000077e+00,-6.644145466060000227e-03,6.300232690830000204e-03,6.610261631124275325e-04,5.842118539183165440e-03,4.929886464955009373e+00
4.615384615380000000e+00,2.168324167489999853e-03,1.738799371929999893e-02,6.793959630766577664e-04,5.348372452221795276e-03,4.444028399838776622e+00
4.715719063549999923e+00,3.094610815219999908e-02,9.227502163869999441e-03,7.011346482734080038e-04,4.903672817866481549e-03,4.002000368015022680e+00
4.816053511709999846e+00,4.202953393960000197e-04,7.018827841640000367e-04,7.271810399242553376e-04,4.503702008683999752e-03,3.598956322248337170e+00
4.916387959869999769e+00,2.952914410060000078e-02,7.250019790449999633e-03,7.588895658947916430e-04,4.144662776750004073e-03,3.230245832346308799e+00
5.016722408029999691e+00,2.024373531240000051e-02,-7.123713738030000011e-04,7.983120094896357715e-04,3.823280488598249614e-03,2.891233343767155795e+00
5.117056856189999614e+00,8.746237560670000466e-03,9.380507353840000437e-03,8.487599308801173836e-04,3.536843839288825089e-03,2.576993361756843903e+00
5.217391304350000425e+00,6.040584538110000453e-04,-3.450131983930000245e-04,9.160505634612182892e-04,3.283323453874107886e-03,2.281721721659191626e+00
5.317725752510000348e+00,-7.678688236769999793e-03,7.073515808400000424e-03,1.011673174602919839e-03,3.061674674115768321e-03,1.997433794311098243e+00
5.418060200670000270e+00,2.715297486070000071e-02,5.148436553730000378e-03,1.162502149069934284e-03,2.872664035885838605e-03,1.710651327714505898e+00
5.518394648830000193e+00,-5.561183861900000081e-03,8.897267855959999430e-03,1.449852103220771729e-03,2.721599426276272854e-03,1.392750873741805950e+00
5.618729096990000116e+00,-1.624695553009999904e-02,3.921999606220000212e-03,2.245814423815564297e-03,2.630998817882332450e-03,9.728715046647899989e-01
5.719063545150000039e+00,7.165916307409999839e-03,5.900672447919999737e-03,6.686494922275463756e-03,2.741171036367670739e-03,3.901545859636648128e-01
5.819397993309999961e+00,4.058569050009999679e-02,1.510387981289999966e-02,5.087703477721255974e-02,4.503533947873687195e-03,8.676256526681211390e-02
5.919732441469999884e+00,3.688631501019999925e-01,2.088361534679999965e-02,3.670886563281378634e-01,2.056834166177991599e-02,5.514084372805790057e-02
6.020066889629999807e+00,8.289376389789999688e-01,7.995810767109999551e-02,8.097844973915612199e-01,7.834680737177814047e-02,9.528218700915250250e-02
6.120401337789999729e+00,8.546827506080000303e-01,1.564049075229999863e-01,8.473969206675204813e-01,1.519071550143264726e-01,1.765571770745072988e-01
6.220735785949999652e+00,7.432415794100000195e-01,2.027745246419999925e-01,7.711069622237123333e-01,2.148834215013165072e-01,2.744523035881944462e-01
6.321070234109999575e+00,6.693320480809999973e-01,2.673257645550000117e-01,6.747538678355672337e-01,2.634014836704476337e-01,3.844251575125696707e-01
6.421404682270000386e+00,5.597243485980000210e-01,3.100828866490000224e-01,5.646581639512673334e-01,2.974704947783487485e-01,5.187090274206439533e-01
6.521739130430000309e+00,4.295417945860000031e-01,3.155614812979999906e-01,4.235205651531663840e-01,3.165286516465823374e-01,7.355695559340054146e-01
6.622073578600000232e+00,1.452604578699999982e-01,3.227737421690000108e-01,1.573379515504247650e-01,3.158632531226388540e-01,1.964938975421638201e+00
6.722408026760000155e+00,2.440751663120000001e-03,2.897807835619999883e-01,5.303539252770025957e-04,2.879030867981031139e-01,2.663649636394658273e+02
6.822742474920000078e+00,1.045558870209999970e-02,2.773633638269999979e-01,5.305078982635512636e-04,2.604690108208578825e-01,2.472575564541772906e+02
6.923076923080000000e+00,-2.212468703769999989e-02,2.445145556870000070e-01,5.307347626049008227e-04,2.356539527321461214e-01,2.236903094808719175e+02
7.023411371239999923e+00,9.477876960009999976e-03,2.142692675910000122e-01,5.309861955402542374e-04,2.132078876259649314e-01,2.023350386354509283e+02
7.123745819399999846e+00,-4.439170899650000425e-03,1.859270891260000058e-01,5.312644375372634065e-04,1.929046569830420443e-01,1.830181944373068745e+02
7.224080267559999768e+00,6.890486866370000400e-03,1.823514848199999927e-01,5.315723744143379791e-04,1.745397284249249059e-01,1.655454318919186960e+02
