0.0,0.3
1.0,0.6
2.0,1.1
3.0,2.0
4.0,3.3
5.0,5.0
6.0,7.0
7.0,9.2
8.0,11.3
9.0,13.2
10.0,14.9
11.0,16.2
12.0,17.1
13.0,17.8
14.0,18.3
15.0,18.5
16.0,18.7
17.0,18.8
18.0,18.9
19.0,18.9
20.0,18.9
21.0,18.8
22.0,18.9
